CMDLINE python3 getYieldsandRatios.py
MEM 878.289062 1706285441.4426
MEM 878.289062 1706285441.5432
MEM 878.289062 1706285441.6439
MEM 878.289062 1706285441.7447
MEM 878.289062 1706285441.8454
MEM 878.289062 1706285441.9461
MEM 878.289062 1706285442.0466
MEM 878.289062 1706285442.1473
MEM 878.289062 1706285442.2480
MEM 878.289062 1706285442.3486
MEM 878.289062 1706285442.4491
MEM 878.289062 1706285442.5496
MEM 878.289062 1706285442.6501
MEM 878.289062 1706285442.7505
MEM 878.289062 1706285442.8510
MEM 878.289062 1706285442.9515
MEM 878.648438 1706285443.0519
MEM 887.953125 1706285443.1526
MEM 894.417969 1706285443.2531
MEM 899.765625 1706285443.3535
MEM 917.453125 1706285443.4545
MEM 933.414062 1706285443.5550
MEM 934.183594 1706285443.6557
MEM 937.179688 1706285443.7563
MEM 939.402344 1706285443.8567
MEM 939.402344 1706285443.9594
MEM 939.402344 1706285444.0599
MEM 939.402344 1706285444.1605
MEM 939.402344 1706285444.2617
MEM 939.402344 1706285444.3623
MEM 939.402344 1706285444.4631
MEM 939.402344 1706285444.5639
MEM 939.402344 1706285444.6645
MEM 939.402344 1706285444.7652
MEM 939.402344 1706285444.8658
MEM 939.402344 1706285444.9665
MEM 939.402344 1706285445.0671
MEM 939.402344 1706285445.1677
MEM 939.402344 1706285445.2684
MEM 939.402344 1706285445.3689
MEM 939.402344 1706285445.4694
MEM 939.402344 1706285445.5699
MEM 939.402344 1706285445.6704
MEM 939.402344 1706285445.7711
MEM 939.402344 1706285445.8718
MEM 939.402344 1706285445.9723
MEM 939.402344 1706285446.0728
MEM 939.402344 1706285446.1733
MEM 939.402344 1706285446.2738
MEM 939.402344 1706285446.3743
MEM 939.402344 1706285446.4750
MEM 939.402344 1706285446.5755
MEM 939.402344 1706285446.6761
MEM 939.402344 1706285446.7766
MEM 939.402344 1706285446.8774
MEM 939.402344 1706285446.9779
MEM 939.402344 1706285447.0785
MEM 939.402344 1706285447.1792
MEM 939.402344 1706285447.2799
MEM 939.402344 1706285447.3805
MEM 939.402344 1706285447.4812
MEM 939.402344 1706285447.5818
MEM 939.402344 1706285447.6825
MEM 939.402344 1706285447.7830
MEM 939.402344 1706285447.8835
MEM 939.402344 1706285447.9843
MEM 939.402344 1706285448.0850
MEM 939.402344 1706285448.1858
MEM 939.402344 1706285448.2863
MEM 939.402344 1706285448.3869
MEM 939.402344 1706285448.4876
MEM 939.402344 1706285448.5885
MEM 939.402344 1706285448.6891
MEM 939.402344 1706285448.7897
MEM 939.402344 1706285448.8901
MEM 939.402344 1706285448.9906
MEM 939.402344 1706285449.0913
MEM 939.402344 1706285449.1920
MEM 939.402344 1706285449.2927
MEM 939.402344 1706285449.3933
MEM 939.402344 1706285449.4940
MEM 939.402344 1706285449.5947
MEM 939.402344 1706285449.6955
MEM 939.402344 1706285449.7962
MEM 939.402344 1706285449.8967
MEM 939.402344 1706285449.9974
MEM 939.402344 1706285450.0982
MEM 939.402344 1706285450.1988
MEM 939.402344 1706285450.2994
MEM 939.402344 1706285450.3999
MEM 939.402344 1706285450.5005
MEM 939.402344 1706285450.6011
MEM 939.402344 1706285450.7017
MEM 939.402344 1706285450.8023
MEM 939.402344 1706285450.9030
MEM 939.402344 1706285451.0036
MEM 939.402344 1706285451.1041
MEM 939.402344 1706285451.2048
MEM 939.402344 1706285451.3056
MEM 939.402344 1706285451.4062
MEM 939.402344 1706285451.5069
MEM 939.402344 1706285451.6074
MEM 939.402344 1706285451.7079
MEM 939.402344 1706285451.8085
MEM 939.402344 1706285451.9090
MEM 939.402344 1706285452.0097
MEM 939.402344 1706285452.1104
MEM 939.402344 1706285452.2109
MEM 939.402344 1706285452.3115
MEM 939.402344 1706285452.4120
MEM 939.402344 1706285452.5124
MEM 939.402344 1706285452.6130
MEM 939.402344 1706285452.7135
MEM 939.402344 1706285452.8141
MEM 939.402344 1706285452.9147
MEM 939.402344 1706285453.0153
MEM 939.402344 1706285453.1158
MEM 939.402344 1706285453.2165
MEM 939.402344 1706285453.3170
MEM 939.402344 1706285453.4177
MEM 939.402344 1706285453.5182
MEM 939.402344 1706285453.6188
MEM 939.402344 1706285453.7195
MEM 939.402344 1706285453.8200
MEM 939.402344 1706285453.9206
MEM 939.402344 1706285454.0211
MEM 939.402344 1706285454.1216
MEM 939.402344 1706285454.2223
MEM 939.402344 1706285454.3230
MEM 939.402344 1706285454.4239
MEM 939.402344 1706285454.5246
MEM 939.402344 1706285454.6250
MEM 939.402344 1706285454.7257
MEM 939.402344 1706285454.8263
MEM 939.402344 1706285454.9269
MEM 939.402344 1706285455.0275
MEM 939.402344 1706285455.1280
MEM 939.402344 1706285455.2285
MEM 939.402344 1706285455.3292
MEM 939.402344 1706285455.4299
MEM 939.402344 1706285455.5305
MEM 939.402344 1706285455.6310
MEM 939.402344 1706285455.7316
MEM 939.402344 1706285455.8324
MEM 939.402344 1706285455.9330
MEM 939.402344 1706285456.0336
MEM 939.402344 1706285456.1342
MEM 939.402344 1706285456.2348
MEM 939.402344 1706285456.3354
MEM 939.402344 1706285456.4361
MEM 939.402344 1706285456.5371
MEM 939.402344 1706285456.6378
MEM 939.402344 1706285456.7382
MEM 939.402344 1706285456.8388
MEM 939.402344 1706285456.9394
MEM 939.402344 1706285457.0400
MEM 939.402344 1706285457.1405
MEM 939.402344 1706285457.2413
MEM 939.402344 1706285457.3420
MEM 939.402344 1706285457.4428
MEM 939.402344 1706285457.5434
MEM 939.402344 1706285457.6441
MEM 939.402344 1706285457.7447
MEM 939.402344 1706285457.8453
MEM 939.402344 1706285457.9458
MEM 939.402344 1706285458.0464
MEM 939.402344 1706285458.1471
MEM 939.402344 1706285458.2477
MEM 939.402344 1706285458.3482
MEM 939.402344 1706285458.4488
MEM 939.402344 1706285458.5493
MEM 939.402344 1706285458.6499
MEM 939.402344 1706285458.7506
MEM 939.402344 1706285458.8512
MEM 939.402344 1706285458.9517
MEM 939.402344 1706285459.0524
MEM 939.402344 1706285459.1529
MEM 939.402344 1706285459.2534
MEM 939.402344 1706285459.3540
MEM 939.402344 1706285459.4546
MEM 939.402344 1706285459.5551
MEM 939.402344 1706285459.6558
MEM 939.402344 1706285459.7563
MEM 939.402344 1706285459.8569
MEM 939.402344 1706285459.9574
MEM 939.402344 1706285460.0580
MEM 939.402344 1706285460.1585
MEM 939.402344 1706285460.2590
MEM 939.402344 1706285460.3595
MEM 939.976562 1706285460.4601
MEM 942.746094 1706285460.5607
MEM 943.109375 1706285460.6611
MEM 943.105469 1706285460.7617
MEM 943.105469 1706285460.8622
MEM 943.105469 1706285460.9627
MEM 943.359375 1706285461.0634
MEM 946.343750 1706285461.1639
MEM 948.601562 1706285461.2645
MEM 949.109375 1706285461.3650
MEM 951.109375 1706285461.4656
MEM 951.109375 1706285461.5663
MEM 951.109375 1706285461.6668
MEM 951.109375 1706285461.7673
MEM 951.109375 1706285461.8678
MEM 951.109375 1706285461.9684
MEM 951.109375 1706285462.0691
MEM 951.109375 1706285462.1696
MEM 951.109375 1706285462.2701
MEM 951.109375 1706285462.3707
MEM 951.109375 1706285462.4715
MEM 951.109375 1706285462.5720
MEM 951.109375 1706285462.6732
MEM 951.109375 1706285462.7737
MEM 951.109375 1706285462.8742
MEM 951.109375 1706285462.9747
MEM 951.109375 1706285463.0752
MEM 951.109375 1706285463.1758
MEM 951.109375 1706285463.2763
MEM 951.109375 1706285463.3770
MEM 951.109375 1706285463.4775
MEM 951.109375 1706285463.5780
MEM 951.109375 1706285463.6787
MEM 951.109375 1706285463.7793
MEM 951.109375 1706285463.8797
MEM 951.109375 1706285463.9802
MEM 951.109375 1706285464.0809
MEM 951.109375 1706285464.1814
MEM 951.109375 1706285464.2821
MEM 951.109375 1706285464.3826
MEM 951.109375 1706285464.4831
MEM 951.109375 1706285464.5837
MEM 951.109375 1706285464.6842
MEM 951.109375 1706285464.7848
MEM 951.109375 1706285464.8853
MEM 951.109375 1706285464.9859
MEM 951.109375 1706285465.0865
MEM 951.109375 1706285465.1870
MEM 951.109375 1706285465.2876
MEM 951.109375 1706285465.3882
MEM 951.109375 1706285465.4887
MEM 951.109375 1706285465.5893
MEM 951.109375 1706285465.6899
MEM 951.109375 1706285465.7904
MEM 951.109375 1706285465.8910
MEM 951.109375 1706285465.9916
MEM 951.109375 1706285466.0920
MEM 951.109375 1706285466.1925
MEM 951.109375 1706285466.2930
MEM 951.109375 1706285466.3935
MEM 951.109375 1706285466.4941
MEM 951.109375 1706285466.5946
MEM 951.109375 1706285466.6952
MEM 951.109375 1706285466.7959
MEM 951.109375 1706285466.8965
MEM 951.109375 1706285466.9971
MEM 951.109375 1706285467.0979
MEM 951.109375 1706285467.1985
MEM 951.109375 1706285467.2992
MEM 951.109375 1706285467.3998
MEM 951.109375 1706285467.5005
MEM 951.109375 1706285467.6010
MEM 951.109375 1706285467.7015
MEM 951.109375 1706285467.8020
MEM 951.109375 1706285467.9025
MEM 951.109375 1706285468.0031
MEM 951.109375 1706285468.1039
MEM 951.109375 1706285468.2045
MEM 951.109375 1706285468.3051
MEM 951.109375 1706285468.4056
MEM 951.109375 1706285468.5062
MEM 951.109375 1706285468.6068
MEM 951.109375 1706285468.7074
MEM 951.109375 1706285468.8081
MEM 951.109375 1706285468.9087
MEM 951.109375 1706285469.0093
MEM 951.109375 1706285469.1100
MEM 951.109375 1706285469.2106
MEM 951.109375 1706285469.3113
MEM 951.109375 1706285469.4120
MEM 951.109375 1706285469.5126
MEM 951.109375 1706285469.6135
MEM 951.109375 1706285469.7141
MEM 951.109375 1706285469.8146
MEM 951.109375 1706285469.9154
MEM 951.109375 1706285470.0162
MEM 951.109375 1706285470.1169
MEM 951.109375 1706285470.2176
MEM 951.109375 1706285470.3183
MEM 951.109375 1706285470.4189
MEM 951.109375 1706285470.5193
MEM 951.109375 1706285470.6199
MEM 951.109375 1706285470.7204
MEM 951.109375 1706285470.8211
MEM 951.109375 1706285470.9218
MEM 951.109375 1706285471.0226
MEM 951.109375 1706285471.1232
MEM 951.109375 1706285471.2239
MEM 951.109375 1706285471.3245
MEM 951.109375 1706285471.4252
MEM 951.109375 1706285471.5258
MEM 951.109375 1706285471.6263
MEM 951.109375 1706285471.7272
MEM 951.109375 1706285471.8277
MEM 951.109375 1706285471.9282
MEM 951.109375 1706285472.0287
MEM 951.109375 1706285472.1294
MEM 951.109375 1706285472.2303
MEM 951.109375 1706285472.3308
MEM 951.109375 1706285472.4313
MEM 951.109375 1706285472.5319
MEM 951.109375 1706285472.6323
MEM 951.109375 1706285472.7330
MEM 951.109375 1706285472.8336
MEM 951.109375 1706285472.9352
MEM 951.109375 1706285473.0362
MEM 951.109375 1706285473.1372
MEM 951.109375 1706285473.2377
MEM 951.109375 1706285473.3384
MEM 951.109375 1706285473.4389
MEM 951.109375 1706285473.5397
MEM 951.109375 1706285473.6404
MEM 951.109375 1706285473.7412
MEM 951.109375 1706285473.8418
MEM 951.109375 1706285473.9424
MEM 951.109375 1706285474.0429
MEM 951.109375 1706285474.1437
MEM 951.109375 1706285474.2443
MEM 951.109375 1706285474.3451
MEM 951.109375 1706285474.4460
MEM 951.109375 1706285474.5466
MEM 951.109375 1706285474.6474
MEM 951.109375 1706285474.7480
MEM 951.109375 1706285474.8488
MEM 951.109375 1706285474.9512
MEM 951.109375 1706285475.0518
MEM 951.109375 1706285475.1526
MEM 951.109375 1706285475.2536
MEM 951.109375 1706285475.3542
MEM 951.109375 1706285475.4549
MEM 951.109375 1706285475.5555
MEM 951.109375 1706285475.6563
MEM 951.109375 1706285475.7568
MEM 951.109375 1706285475.8573
MEM 951.109375 1706285475.9580
MEM 951.109375 1706285476.0586
MEM 951.109375 1706285476.1593
MEM 951.109375 1706285476.2602
MEM 951.109375 1706285476.3608
MEM 951.109375 1706285476.4615
MEM 951.109375 1706285476.5621
MEM 951.109375 1706285476.6628
MEM 951.109375 1706285476.7635
MEM 951.109375 1706285476.8640
MEM 951.109375 1706285476.9645
MEM 951.109375 1706285477.0651
MEM 951.109375 1706285477.1657
MEM 951.109375 1706285477.2662
MEM 951.109375 1706285477.3668
MEM 951.109375 1706285477.4674
MEM 951.109375 1706285477.5680
MEM 951.109375 1706285477.6685
MEM 951.109375 1706285477.7691
MEM 951.109375 1706285477.8697
MEM 951.109375 1706285477.9702
MEM 951.109375 1706285478.0709
MEM 951.109375 1706285478.1716
MEM 951.109375 1706285478.2722
MEM 951.109375 1706285478.3729
MEM 951.109375 1706285478.4740
MEM 951.109375 1706285478.5747
MEM 951.109375 1706285478.6753
MEM 951.109375 1706285478.7760
MEM 951.109375 1706285478.8766
MEM 951.109375 1706285478.9773
MEM 951.109375 1706285479.0779
MEM 951.109375 1706285479.1785
MEM 951.109375 1706285479.2791
MEM 951.109375 1706285479.3797
MEM 951.109375 1706285479.4802
MEM 951.109375 1706285479.5809
MEM 951.109375 1706285479.6813
MEM 951.109375 1706285479.7819
MEM 951.109375 1706285479.8824
MEM 951.109375 1706285479.9829
MEM 951.109375 1706285480.0835
MEM 949.812500 1706285480.1840
MEM 950.585938 1706285480.2845
MEM 951.675781 1706285480.3852
MEM 951.867188 1706285480.4858
MEM 954.632812 1706285480.5862
MEM 955.417969 1706285480.6869
MEM 955.933594 1706285480.7873
MEM 956.191406 1706285480.8878
MEM 958.234375 1706285480.9884
MEM 958.175781 1706285481.0889
MEM 960.425781 1706285481.1895
MEM 960.941406 1706285481.2901
MEM 960.941406 1706285481.3906
MEM 960.941406 1706285481.4913
MEM 960.941406 1706285481.5919
MEM 960.941406 1706285481.6924
MEM 960.941406 1706285481.7930
MEM 960.941406 1706285481.8937
MEM 960.941406 1706285481.9944
MEM 960.941406 1706285482.0950
MEM 960.941406 1706285482.1955
MEM 960.941406 1706285482.2963
MEM 960.941406 1706285482.3970
MEM 960.941406 1706285482.4976
MEM 960.941406 1706285482.5982
MEM 960.941406 1706285482.6988
MEM 960.941406 1706285482.7993
MEM 960.941406 1706285482.8999
MEM 960.941406 1706285483.0004
MEM 960.941406 1706285483.1009
MEM 960.941406 1706285483.2016
MEM 960.941406 1706285483.3022
MEM 960.941406 1706285483.4027
MEM 960.941406 1706285483.5033
MEM 960.941406 1706285483.6038
MEM 960.941406 1706285483.7043
MEM 960.941406 1706285483.8050
MEM 960.941406 1706285483.9057
MEM 960.941406 1706285484.0062
MEM 960.941406 1706285484.1068
MEM 960.941406 1706285484.2074
MEM 960.941406 1706285484.3083
MEM 960.941406 1706285484.4090
MEM 960.941406 1706285484.5097
MEM 960.941406 1706285484.6109
MEM 960.941406 1706285484.7115
MEM 960.941406 1706285484.8120
MEM 960.941406 1706285484.9126
MEM 960.941406 1706285485.0134
MEM 960.941406 1706285485.1138
MEM 960.941406 1706285485.2144
MEM 960.941406 1706285485.3150
MEM 960.941406 1706285485.4156
MEM 960.941406 1706285485.5163
MEM 960.941406 1706285485.6170
MEM 960.941406 1706285485.7176
MEM 960.941406 1706285485.8181
MEM 960.941406 1706285485.9185
MEM 960.941406 1706285486.0190
MEM 959.187500 1706285486.1194
MEM 959.187500 1706285486.2200
MEM 959.187500 1706285486.3205
MEM 959.187500 1706285486.4210
MEM 959.187500 1706285486.5216
MEM 959.187500 1706285486.6223
MEM 959.187500 1706285486.7229
MEM 959.187500 1706285486.8234
MEM 959.187500 1706285486.9239
MEM 959.187500 1706285487.0244
MEM 959.187500 1706285487.1249
MEM 959.187500 1706285487.2255
MEM 959.187500 1706285487.3259
MEM 959.187500 1706285487.4265
MEM 959.187500 1706285487.5271
MEM 959.187500 1706285487.6275
MEM 959.187500 1706285487.7281
MEM 959.187500 1706285487.8288
MEM 959.187500 1706285487.9293
MEM 959.187500 1706285488.0300
MEM 959.187500 1706285488.1307
MEM 959.187500 1706285488.2341
MEM 959.187500 1706285488.3349
MEM 959.187500 1706285488.4355
MEM 959.187500 1706285488.5361
MEM 959.187500 1706285488.6367
MEM 959.187500 1706285488.7371
MEM 959.187500 1706285488.8376
MEM 959.187500 1706285488.9381
MEM 959.187500 1706285489.0387
MEM 959.187500 1706285489.1392
MEM 959.187500 1706285489.2398
MEM 959.187500 1706285489.3404
MEM 959.187500 1706285489.4408
MEM 959.187500 1706285489.5414
MEM 959.187500 1706285489.6422
MEM 959.187500 1706285489.7428
MEM 959.187500 1706285489.8433
MEM 959.187500 1706285489.9439
MEM 959.187500 1706285490.0448
MEM 959.187500 1706285490.1453
MEM 959.187500 1706285490.2463
MEM 959.187500 1706285490.3473
MEM 959.187500 1706285490.4482
MEM 959.187500 1706285490.5487
MEM 959.187500 1706285490.6495
MEM 959.187500 1706285490.7502
MEM 959.187500 1706285490.8512
MEM 959.187500 1706285490.9519
MEM 959.187500 1706285491.0528
MEM 959.187500 1706285491.1535
MEM 959.187500 1706285491.2541
MEM 959.187500 1706285491.3548
MEM 959.187500 1706285491.4554
MEM 959.187500 1706285491.5561
MEM 959.187500 1706285491.6590
MEM 959.187500 1706285491.7598
MEM 959.187500 1706285491.8605
MEM 959.187500 1706285491.9611
MEM 959.187500 1706285492.0618
MEM 959.187500 1706285492.1626
MEM 959.187500 1706285492.2633
MEM 959.187500 1706285492.3645
MEM 959.187500 1706285492.4653
MEM 959.187500 1706285492.5659
MEM 959.187500 1706285492.6666
MEM 959.187500 1706285492.7671
MEM 959.187500 1706285492.8677
MEM 959.187500 1706285492.9683
MEM 959.187500 1706285493.0688
MEM 959.187500 1706285493.1696
MEM 959.187500 1706285493.2703
MEM 959.187500 1706285493.3709
MEM 959.187500 1706285493.4714
MEM 959.187500 1706285493.5721
MEM 959.187500 1706285493.6726
MEM 959.187500 1706285493.7731
MEM 959.187500 1706285493.8739
MEM 959.187500 1706285493.9744
MEM 959.187500 1706285494.0754
MEM 959.187500 1706285494.1761
MEM 959.187500 1706285494.2768
MEM 959.187500 1706285494.3775
MEM 959.187500 1706285494.4781
MEM 959.187500 1706285494.5788
MEM 959.187500 1706285494.6794
MEM 959.187500 1706285494.7805
MEM 959.187500 1706285494.8810
MEM 959.187500 1706285494.9816
MEM 959.187500 1706285495.0825
MEM 959.187500 1706285495.1833
MEM 959.187500 1706285495.2839
MEM 959.187500 1706285495.3852
MEM 959.187500 1706285495.4860
MEM 959.187500 1706285495.5866
MEM 959.187500 1706285495.6872
MEM 959.187500 1706285495.7877
MEM 959.187500 1706285495.8882
MEM 959.187500 1706285495.9888
MEM 959.187500 1706285496.0893
MEM 959.187500 1706285496.1898
MEM 959.187500 1706285496.2906
MEM 959.187500 1706285496.3912
MEM 959.187500 1706285496.4917
MEM 959.187500 1706285496.5922
MEM 959.187500 1706285496.6927
MEM 959.187500 1706285496.7935
MEM 959.187500 1706285496.8940
MEM 959.187500 1706285496.9946
MEM 959.187500 1706285497.0951
MEM 959.187500 1706285497.1957
MEM 959.187500 1706285497.2964
MEM 959.187500 1706285497.3971
MEM 959.187500 1706285497.4976
MEM 959.187500 1706285497.5982
MEM 959.187500 1706285497.6988
MEM 959.187500 1706285497.7993
MEM 959.187500 1706285497.8998
MEM 959.187500 1706285498.0002
MEM 959.187500 1706285498.1006
MEM 959.187500 1706285498.2011
MEM 959.187500 1706285498.3016
MEM 959.187500 1706285498.4022
MEM 959.187500 1706285498.5028
MEM 959.187500 1706285498.6034
MEM 959.187500 1706285498.7040
MEM 959.187500 1706285498.8047
MEM 959.187500 1706285498.9054
MEM 959.187500 1706285499.0059
MEM 959.187500 1706285499.1064
MEM 959.187500 1706285499.2071
MEM 959.187500 1706285499.3077
MEM 959.187500 1706285499.4082
MEM 959.187500 1706285499.5087
MEM 956.914062 1706285499.6093
MEM 956.914062 1706285499.7099
MEM 956.914062 1706285499.8103
MEM 956.914062 1706285499.9108
MEM 956.914062 1706285500.0112
MEM 956.914062 1706285500.1116
MEM 956.914062 1706285500.2121
MEM 956.914062 1706285500.3127
MEM 956.914062 1706285500.4132
MEM 962.457031 1706285500.5138
MEM 970.457031 1706285500.6143
MEM 976.457031 1706285500.7150
MEM 984.457031 1706285500.8154
MEM 990.457031 1706285500.9160
MEM 998.457031 1706285501.0164
